2202,吉林市,0,,2,2,普通本科,1014,吉林农业科技学院,公办,22,吉林,农林类,
1307,张家口市,0,,2,2,普通本科,603,河北建筑工程学院,公办,13,河北,理工类,
1201,天津市,120103,河西区,2,2,普通本科,92,天津体育学院,公办,12,天津,体育类,
4101,郑州市,410108,惠济区,2,2,普通本科,3073,河南牧业经济学院,公办,41,河南,财经类,
6404,固原市,640402,原州区,2,2,普通本科,1241,宁夏师范大学,公办,64,宁夏,师范类,
6210,庆阳市,0,,2,2,普通本科,1094,陇东学院,公办,62,甘肃,综合类,
3507,南平市,350721,顺昌县,2,2,普通本科,1858,武夷学院,公办,35,福建,综合类,
1408,运城市,0,,2,2,普通本科,920,运城学院,公办,14,山西,综合类,
6109,安康市,610902,汉滨区,2,2,普通本科,1263,安康学院,公办,61,陕西,综合类,
3413,宿州市,0,,2,2,普通本科,1180,宿州学院,公办,34,安徽,综合类,
3101,上海市,310104,徐汇区,2,2,普通本科,1010,上海商学院,公办,31,上海,财经类,
3701,济南市,0,,2,2,普通本科,3004,山东管理学院,公办,37,山东,综合类,
3410,黄山市,0,,2,2,普通本科,341,黄山学院,公办,34,安徽,综合类,
3201,南京市,0,,2,2,普通本科,182,南京体育学院,公办,32,江苏,体育类,
3212,泰州市,321202,海陵区,2,2,普通本科,3094,泰州学院,公办,32,江苏,综合类,
3401,合肥市,340181,巢湖市,2,2,普通本科,339,巢湖学院,公办,34,安徽,综合类,
6531,喀什地区,0,,2,2,普通本科,236,喀什大学,公办,65,新疆,综合类,
6101,西安市,0,,2,2,普通本科,2815,陕西学前师范学院,公办,61,陕西,师范类,
3201,南京市,0,,2,2,普通本科,1118,江苏警官学院,公办,32,江苏,政法类,
5105,泸州市,0,,2,2,普通本科,1352,四川警察学院,公办,51,四川,政法类,
2106,丹东市,210604,振安区,2,2,普通本科,188,辽东学院,公办,21,辽宁,综合类,
6540,伊犁哈萨克自治州,654002,伊宁市,2,2,普通本科,1036,伊犁师范大学,公办,65,新疆,师范类,
3701,济南市,370115,济阳区,2,2,普通本科,3005,山东农业工程学院,公办,37,山东,农林类,
2105,本溪市,0,,2,2,普通本科,1067,辽宁科技学院,公办,21,辽宁,理工类,
6201,兰州市,0,,2,2,普通本科,498,甘肃中医药大学,公办,62,甘肃,医药类,
4601,海口市,460108,美兰区,2,2,普通本科,1521,琼台师范学院,公办,46,海南,师范类,
5325,红河哈尼族彝族自治州,532529,红河县,2,2,普通本科,355,红河学院,公办,53,云南,综合类,
3305,湖州市,330502,吴兴区,2,2,普通本科,2391,湖州学院,公办,33,浙江,综合类,
3701,济南市,0,,2,2,普通本科,2608,山东青年政治学院,公办,37,山东,综合类,
5202,六盘水市,0,,2,2,普通本科,1596,六盘水师范学院,公办,52,贵州,师范类,
4401,广州市,440106,天河区,2,2,普通本科,303,广州体育学院,公办,44,广东,体育类,
4504,梧州市,0,,2,2,普通本科,1251,梧州学院,公办,45,广西,综合类,
6201,兰州市,620105,安宁区,2,2,普通本科,501,甘肃政法大学,公办,62,甘肃,政法类,
1507,呼伦贝尔市,0,,2,2,普通本科,1242,呼伦贝尔学院,公办,15,内蒙古,综合类,
4228,恩施土家族苗族自治州,422801,恩施市,2,2,普通本科,452,湖北民族大学,公办,42,湖北,综合类,
1308,承德市,0,,2,2,普通本科,691,河北民族师范学院,公办,13,河北,民族类,
6201,兰州市,0,,2,2,普通本科,1269,兰州城市学院,公办,62,甘肃,综合类,
5226,黔东南苗族侗族自治州,522601,凯里市,2,2,普通本科,1268,凯里学院,公办,52,贵州,师范类,
6201,兰州市,0,,2,2,普通本科,1707,兰州工业学院,公办,62,甘肃,理工类,
4101,郑州市,410103,二七区,2,2,普通本科,1922,郑州工程技术学院,公办,41,河南,理工类,
1407,晋中市,140702,榆次区,2,2,普通本科,919,山西中医药大学,公办,14,山西,医药类,
3501,福州市,350181,福清市,2,2,普通本科,3463,福建技术师范学院,公办,35,福建,师范类,
4401,广州市,0,,2,2,普通本科,1031,广东金融学院,公办,44,广东,财经类,
5132,阿坝藏族羌族自治州,0,,2,2,普通本科,785,阿坝师范学院,公办,51,四川,师范类,
5201,贵阳市,520115,观山湖区,2,2,普通本科,2274,贵阳康养职业大学,公办,52,贵州,医药类,
5204,安顺市,0,,2,2,普通本科,1267,安顺学院,公办,52,贵州,综合类,
2306,大庆市,0,,2,2,普通本科,1012,大庆师范学院,公办,23,黑龙江,师范类,
3603,萍乡市,0,,2,2,普通本科,888,萍乡学院,公办,36,江西,综合类,
3201,南京市,0,,2,2,普通本科,1140,南京特殊教育师范学院,公办,32,江苏,师范类,
4101,郑州市,0,,2,2,普通本科,1147,郑州师范学院,公办,41,河南,师范类,
4301,长沙市,0,,2,2,普通本科,1990,长沙师范学院,公办,43,湖南,师范类,
3607,赣州市,360702,章贡区,2,2,普通本科,2431,赣南科技学院,公办,36,江西,理工类,
4503,桂林市,0,,2,2,普通本科,1731,桂林航天工业学院,公办,45,广西,理工类,
1407,晋中市,140702,榆次区,2,2,普通本科,921,晋中学院,公办,14,山西,综合类,
6501,乌鲁木齐市,0,,2,2,普通本科,237,新疆财经大学,公办,65,新疆,财经类,
3717,菏泽市,371702,牡丹区,2,2,普通本科,1264,菏泽学院,公办,37,山东,综合类,
1304,邯郸市,0,,2,2,普通本科,629,邯郸学院,公办,13,河北,师范类,
1303,秦皇岛市,0,,2,2,普通本科,2855,河北环境工程学院,公办,13,河北,理工类,
1502,包头市,150202,东河区,2,2,普通本科,2616,内蒙古科技大学包头医学院,公办,15,内蒙古,医药类,
5323,楚雄彝族自治州,0,,2,2,普通本科,353,楚雄师范学院,公办,53,云南,师范类,
2208,白城市,220802,洮北区,2,2,普通本科,410,白城师范学院,公办,22,吉林,师范类,
1310,廊坊市,131003,广阳区,2,2,普通本科,604,华北科技学院,公办,13,河北,理工类,
3417,池州市,0,,2,2,普通本科,1800,池州学院,公办,34,安徽,综合类,
1401,太原市,140110,晋源区,2,2,普通本科,1134,太原工业学院,公办,14,山西,理工类,
3708,济宁市,0,,2,2,普通本科,2093,济宁学院,公办,37,山东,综合类,
4510,百色市,0,,2,2,普通本科,1033,右江民族医学院,公办,45,广西,医药类,
1306,保定市,0,,2,2,普通本科,650,保定学院,公办,13,河北,综合类,
3602,景德镇市,0,,2,2,普通本科,889,景德镇学院,公办,36,江西,综合类,
1409,忻州市,0,,2,2,普通本科,280,忻州师范学院,公办,14,山西,师范类,
3403,蚌埠市,340302,龙子湖区,2,2,普通本科,1799,蚌埠学院,公办,34,安徽,理工类,
4401,广州市,440112,黄埔区,2,2,普通本科,967,广州航海学院,公办,44,广东,综合类,
1509,乌兰察布市,0,,2,2,普通本科,1550,集宁师范学院,公办,15,内蒙古,师范类,
6301,西宁市,630102,城东区,2,2,普通本科,372,青海民族大学,公办,63,青海,民族类,
3701,济南市,0,,2,2,普通本科,548,山东体育学院,公办,37,山东,体育类,
1402,大同市,140213,平城区,2,2,普通本科,281,山西大同大学,公办,14,山西,综合类,
5001,重庆市,500106,沙坪坝区,2,2,普通本科,1493,重庆警察学院,公办,50,重庆,政法类,
5223,黔西南布依族苗族自治州,0,,2,2,普通本科,2566,兴义民族师范学院,公办,52,贵州,师范类,
5117,达州市,511702,通川区,2,2,普通本科,798,四川文理学院,公办,51,四川,综合类,
6101,西安市,610112,未央区,2,2,普通本科,1265,西安医学院,公办,61,陕西,医药类,
1506,鄂尔多斯市,150603,康巴什区,2,2,普通本科,3271,鄂尔多斯应用技术学院,公办,15,内蒙古,理工类,
4514,崇左市,0,,2,2,普通本科,2364,广西民族师范学院,公办,45,广西,师范类,
1201,天津市,120112,津南区,2,2,普通本科,858,天津中德应用技术大学,公办,12,天津,理工类,
1410,临汾市,141002,尧都区,2,2,普通本科,2327,山西电子科技学院,公办,14,山西,理工类,
4401,广州市,0,,2,2,普通本科,963,广东警官学院,公办,44,广东,政法类,
4510,百色市,0,,2,2,普通本科,1252,百色学院,公办,45,广西,综合类,
2312,绥化市,0,,2,2,普通本科,1063,绥化学院,公办,23,黑龙江,综合类,
2301,哈尔滨市,0,,2,2,普通本科,2189,哈尔滨体育学院,公办,23,黑龙江,体育类,
4107,新乡市,410702,红旗区,2,2,普通本科,894,河南工学院,公办,41,河南,理工类,
3205,苏州市,320506,吴中区,2,2,普通本科,2548,苏州城市学院,公办,32,江苏,综合类,
3605,新余市,0,,2,2,普通本科,891,新余学院,公办,36,江西,综合类,
3416,亳州市,0,,2,2,普通本科,1519,亳州学院,公办,34,安徽,综合类,
2201,长春市,0,,2,2,普通本科,405,吉林工程技术师范学院,公办,22,吉林,师范类,
1508,巴彦淖尔市,150822,磴口县,2,2,普通本科,1624,河套学院,公办,15,内蒙古,综合类,
2311,黑河市,231182,五大连池市,2,2,普通本科,1045,黑河学院,公办,23,黑龙江,综合类,
3502,厦门市,0,,2,2,普通本科,1862,厦门医学院,公办,35,福建,医药类,
1411,吕梁市,0,,2,2,普通本科,1638,吕梁学院,公办,14,山西,综合类,
4208,荆门市,0,,2,2,普通本科,1505,荆楚理工学院,公办,42,湖北,理工类,
5101,成都市,0,,2,2,普通本科,1086,成都体育学院,公办,51,四川,体育类,
5205,毕节市,0,,2,2,普通本科,1236,贵州工程应用技术学院,公办,52,贵州,师范类,
1407,晋中市,140702,榆次区,2,2,普通本科,3064,山西能源学院,公办,14,山西,理工类,
3201,南京市,320113,栖霞区,2,2,普通本科,1065,南京工业职业技术大学,公办,32,江苏,理工类,
1301,石家庄市,0,,2,2,普通本科,628,石家庄学院,公办,13,河北,综合类,
3501,福州市,0,,2,2,普通本科,2606,福建江夏学院,公办,35,福建,财经类,
6201,兰州市,0,,2,2,普通本科,1711,兰州文理学院,公办,62,甘肃,综合类,
6501,乌鲁木齐市,0,,2,2,普通本科,2066,新疆工程学院,公办,65,新疆,理工类,
2310,牡丹江市,231004,爱民区,2,2,普通本科,453,牡丹江医学院,公办,23,黑龙江,医药类,
4513,来宾市,0,,2,2,普通本科,1729,广西科技师范学院,公办,45,广西,师范类,
1307,张家口市,130709,崇礼区,2,2,普通本科,2902,张家口学院,公办,13,河北,综合类,
1311,衡水市,0,,2,2,普通本科,627,衡水学院,公办,13,河北,综合类,
5227,黔南布依族苗族自治州,0,,2,2,普通本科,522,黔南民族师范学院,公办,52,贵州,师范类,
5133,甘孜藏族自治州,0,,2,2,普通本科,784,四川民族学院,公办,51,四川,民族类,
5305,保山市,0,,2,2,普通本科,2520,保山学院,公办,53,云南,综合类,
1306,保定市,0,,2,2,普通本科,611,中央司法警官学院,公办,13,河北,政法类,
3610,抚州市,361002,临川区,2,2,普通本科,2432,赣东学院,公办,36,江西,综合类,
1403,阳泉市,0,,2,2,普通本科,1650,山西工程技术学院,公办,14,山西,理工类,
6101,西安市,0,,2,2,普通本科,378,西安体育学院,公办,61,陕西,体育类,
4512,河池市,451203,宜州区,2,2,普通本科,1035,河池学院,公办,45,广西,综合类,
5308,普洱市,0,,2,2,普通本科,2158,普洱学院,公办,53,云南,综合类,
1307,张家口市,130709,崇礼区,2,2,普通本科,601,河北北方学院,公办,13,河北,综合类,
4402,韶关市,0,,2,2,普通本科,298,韶关学院,公办,44,广东,综合类,
4414,梅州市,0,,2,2,普通本科,301,嘉应学院,公办,44,广东,综合类,
6201,兰州市,0,,2,2,普通本科,500,兰州财经大学,公办,62,甘肃,财经类,
1309,沧州市,0,,2,2,普通本科,688,河北水利电力学院,公办,13,河北,理工类,
3601,南昌市,360112,新建区,2,2,普通本科,872,豫章师范学院,公办,36,江西,师范类,
3701,济南市,0,,2,2,普通本科,1279,山东政法学院,公办,37,山东,政法类,
6101,西安市,0,,2,2,普通本科,1102,西安航空学院,公办,61,陕西,理工类,
1101,北京市,110114,昌平区,2,2,普通本科,3042,北京警察学院,公办,11,北京,政法类,
4203,十堰市,420302,茅箭区,2,2,普通本科,817,汉江师范学院,公办,42,湖北,师范类,
4107,新乡市,410702,红旗区,2,2,普通本科,1919,新乡学院,公办,41,河南,综合类,
1306,保定市,0,,2,2,普通本科,692,河北金融学院,公办,13,河北,财经类,
2302,齐齐哈尔市,230203,建华区,2,2,普通本科,454,齐齐哈尔医学院,公办,23,黑龙江,医药类,
5309,临沧市,0,,2,2,普通本科,2165,滇西科技师范学院,公办,53,云南,师范类,
2303,鸡西市,0,,2,2,普通本科,765,黑龙江工业学院,公办,23,黑龙江,综合类,
6529,阿克苏地区,652901,阿克苏市,2,2,普通本科,2487,新疆理工学院,公办,65,新疆,理工类,
6523,昌吉回族自治州,0,,2,2,普通本科,239,昌吉学院,公办,65,新疆,综合类,
2102,大连市,0,,2,2,普通本科,1212,辽宁警察学院,公办,21,辽宁,政法类,
1401,太原市,0,,2,2,普通本科,1642,太原学院,公办,14,山西,综合类,
6230,甘南藏族自治州,0,,2,2,普通本科,2358,甘肃民族师范学院,公办,62,甘肃,师范类,
3705,东营市,370502,东营区,2,2,普通本科,2132,山东石油化工学院,公办,37,山东,理工类,
1302,唐山市,0,,2,2,普通本科,608,唐山学院,公办,13,河北,理工类,
1301,石家庄市,130105,新华区,2,2,普通本科,698,河北工业职业技术大学,公办,13,河北,理工类,
1305,邢台市,0,,2,2,普通本科,609,邢台学院,公办,13,河北,综合类,
5306,昭通市,0,,2,2,普通本科,2157,昭通学院,公办,53,云南,综合类,
1309,沧州市,130903,运河区,2,2,普通本科,651,沧州师范学院,公办,13,河北,师范类,
4501,南宁市,450107,西乡塘区,2,2,普通本科,3118,广西职业师范学院,公办,45,广西,师范类,
1310,廊坊市,0,,2,2,普通本科,625,廊坊师范学院,公办,13,河北,师范类,
5326,文山壮族苗族自治州,532601,文山市,2,2,普通本科,2521,文山学院,公办,53,云南,综合类,
1407,晋中市,140702,榆次区,2,2,普通本科,1665,山西工程科技职业大学,公办,14,山西,理工类,
2101,沈阳市,0,,2,2,普通本科,1041,沈阳工程学院,公办,21,辽宁,理工类,
4301,长沙市,0,,2,2,普通本科,1985,湖南财政经济学院,公办,43,湖南,财经类,
5329,大理白族自治州,532901,大理市,2,2,普通本科,3272,滇西应用技术大学,公办,53,云南,综合类,
1305,邢台市,130521,邢台县,2,2,普通本科,697,河北科技工程职业技术大学,公办,13,河北,理工类,
1308,承德市,130871,承德高新技术产业开发区,2,2,普通本科,689,河北石油职业技术大学,公办,13,河北,理工类,
6590,自治区直辖县级行政区划,659003,图木舒克市,2,2,普通本科,2631,新疆政法学院,公办,65,新疆,政法类,
4501,南宁市,450107,西乡塘区,2,2,普通本科,1744,广西农业职业技术大学,公办,45,广西,农林类,
1405,晋城市,140525,泽州县,2,2,普通本科,2329,山西科技学院,公办,14,山西,理工类,
1404,长治市,140404,上党区,2,2,普通本科,279,长治医学院,公办,14,山西,医药类,
3501,福州市,0,,2,2,普通本科,1859,福建警察学院,公办,35,福建,政法类,
3501,福州市,350102,鼓楼区,2,2,普通本科,1861,福建商学院,公办,35,福建,财经类,
6208,平凉市,0,,2,2,普通本科,1705,甘肃医学院,公办,62,甘肃,医药类,
4501,南宁市,0,,2,2,普通本科,1046,广西财经学院,公办,45,广西,财经类,
4501,南宁市,0,,2,2,普通本科,1734,广西警察学院,公办,45,广西,政法类,
4503,桂林市,0,,2,2,普通本科,1732,桂林旅游学院,公办,45,广西,财经类,
5201,贵阳市,0,,2,2,普通本科,2266,贵州警察学院,公办,52,贵州,政法类,
5201,贵阳市,0,,2,2,普通本科,1564,贵州商学院,公办,52,贵州,财经类,
2301,哈尔滨市,0,,2,2,普通本科,711,哈尔滨金融学院,公办,23,黑龙江,财经类,
1301,石家庄市,0,,2,2,普通本科,626,河北体育学院,公办,13,河北,体育类,
4101,郑州市,0,,2,2,普通本科,1920,河南财政金融学院,公办,41,河南,财经类,
4101,郑州市,0,,2,2,普通本科,1430,河南警察学院,公办,41,河南,政法类,
4201,武汉市,0,,2,2,普通本科,1027,湖北警官学院,公办,42,湖北,政法类,
1501,呼和浩特市,0,,2,2,普通本科,2316,呼和浩特民族学院,公办,15,内蒙古,民族类,
4301,长沙市,0,,2,2,普通本科,1986,湖南警察学院,公办,43,湖南,政法类,
4301,长沙市,0,,2,2,普通本科,1995,湖南女子学院,公办,43,湖南,综合类,
4312,怀化市,431202,鹤城区,2,2,普通本科,1987,湖南医药学院,公办,43,湖南,医药类,
2201,长春市,0,,2,2,普通本科,1604,吉林工商学院,公办,22,吉林,财经类,
2201,长春市,0,,2,2,普通本科,1606,吉林警察学院,公办,22,吉林,政法类,
2201,长春市,220102,南关区,2,2,普通本科,413,吉林体育学院,公办,22,吉林,体育类,
2202,吉林市,0,,2,2,普通本科,1047,吉林医药学院,公办,22,吉林,医药类,
3304,嘉兴市,330402,南湖区,2,2,普通本科,2397,嘉兴南湖学院,公办,33,浙江,财经类,
3601,南昌市,360112,新建区,2,2,普通本科,874,江西警察学院,公办,36,江西,政法类,
6201,兰州市,620102,城关区,2,2,普通本科,1720,兰州资源环境职业技术大学,公办,62,甘肃,理工类,
3601,南昌市,360105,湾里区,2,2,普通本科,2434,南昌医学院,公办,36,江西,医药类,
3201,南京市,320113,栖霞区,2,2,普通本科,1139,南京警察学院,公办,32,江苏,政法类,
3701,济南市,0,,2,2,普通本科,1204,山东警察学院,公办,37,山东,政法类,
1401,太原市,0,,2,2,普通本科,1640,山西警察学院,公办,14,山西,政法类,
3101,上海市,310115,浦东新区,2,2,普通本科,3338,上海公安学院,公办,31,上海,政法类,
3407,铜陵市,340705,铜官区,2,2,普通本科,340,铜陵学院,公办,34,安徽,财经类,
4201,武汉市,0,,2,2,普通本科,815,武汉商学院,公办,42,湖北,财经类,
6502,克拉玛依市,650203,克拉玛依区,2,2,普通本科,2490,新疆第二医学院,公办,65,新疆,医药类,
6528,巴音郭楞蒙古自治州,652801,库尔勒市,2,2,普通本科,2489,新疆科技学院,公办,65,新疆,财经类,
6501,乌鲁木齐市,0,,2,2,普通本科,2068,新疆警察学院,公办,65,新疆,政法类,
5301,昆明市,0,,2,2,普通本科,359,云南警官学院,公办,53,云南,政法类,
3302,宁波市,330212,鄞州区,2,2,普通本科,1765,浙江药科职业大学,公办,33,浙江,医药类,
4101,郑州市,410105,金水区,2,2,普通本科,886,郑州警察学院,公办,41,河南,政法类,
4602,三亚市,460202,海棠区,2,2,普通本科,1329,三亚学院,民办,46,海南,综合类,
4301,长沙市,430105,开福区,1,1,普通本科,939,中国人民解放军国防科技大学,公办,43,湖南,军事类,双一流
5101,成都市,510104,锦江区,2,2,普通本科,2498,成都锦城学院,民办,51,四川,综合类,
3702,青岛市,0,,2,2,专科（高职）,2115,青岛港湾职业技术学院,公办,37,山东,理工类,
3710,威海市,371002,环翠区,1,1,普通本科,1219,山东大学（威海）,公办,37,山东,综合类,双一流
3711,日照市,371102,东港区,2,2,专科（高职）,1336,日照职业技术学院,公办,37,山东,综合类,
4404,珠海市,440402,香洲区,2,2,普通本科,1298,北京理工大学珠海学院,民办,44,广东,理工类,
3506,漳州市,0,,2,2,普通本科,1888,厦门大学嘉庚学院,民办,35,福建,综合类,
5101,成都市,0,,2,2,普通本科,1131,电子科技大学成都学院,民办,51,四川,理工类,
1303,秦皇岛市,130302,海港区,1,1,普通本科,1218,东北大学秦皇岛分校,公办,13,河北,理工类,双一流
4404,珠海市,440404,金湾区,2,2,普通本科,1455,珠海科技学院,民办,44,广东,综合类,
1310,廊坊市,131082,三河市,2,2,普通本科,1398,燕京理工学院,民办,13,河北,理工类,
3702,青岛市,370214,城阳区,2,2,普通本科,1400,青岛城市学院,民办,37,山东,理工类,
4102,开封市,0,,2,2,专科（高职）,1520,开封大学,公办,41,河南,综合类,
6101,西安市,610116,长安区,2,2,普通本科,1185,西京学院,民办,61,陕西,理工类,
5001,重庆市,500118,永川区,2,2,普通本科,1474,重庆城市科技学院,民办,50,重庆,综合类,
1306,保定市,130606,莲池区,1,2,普通本科,591,华北电力大学保定校区,公办,13,河北,理工类,双一流
4401,广州市,440117,从化区,2,2,普通本科,1096,广州南方学院,民办,44,广东,综合类,
3101,上海市,310110,杨浦区,1,2,普通本科,936,海军军医大学,公办,31,上海,军事类,双一流
5107,绵阳市,0,,2,2,普通本科,2502,西南财经大学天府学院,民办,51,四川,财经类,
6101,西安市,0,,2,2,普通本科,383,西安培华学院,民办,61,陕西,综合类,
1101,北京市,110108,海淀区,2,2,普通本科,559,北京城市学院,民办,11,北京,综合类,
5001,重庆市,500116,江津区,2,2,专科（高职）,2691,重庆交通职业学院,民办,50,重庆,理工类,
6101,西安市,610113,雁塔区,2,2,普通本科,2256,西安欧亚学院,民办,61,陕西,财经类,
5001,重庆市,500117,合川区,2,2,普通本科,1476,重庆移通学院,民办,50,重庆,理工类,
4201,武汉市,0,,2,2,普通本科,1077,文华学院,民办,42,湖北,综合类,
4201,武汉市,0,,2,2,专科（高职）,816,武汉职业技术学院,公办,42,湖北,综合类,
5101,成都市,510117,郫都区,2,2,普通本科,1395,四川工商学院,民办,51,四川,综合类,
4301,长沙市,430112,望城区,2,2,普通本科,1243,长沙医学院,民办,43,湖南,医药类,
5001,重庆市,500106,沙坪坝区,2,2,专科（高职）,1491,重庆医药高等专科学校,公办,50,重庆,医药类,
3601,南昌市,0,,2,2,普通本科,869,江西科技学院,民办,36,江西,综合类,
4403,深圳市,440305,南山区,2,2,普通本科,646,深圳职业技术大学,公办,44,广东,综合类,
3101,上海市,310115,浦东新区,2,2,普通本科,676,上海建桥学院,民办,31,上海,财经类,
1306,保定市,130606,莲池区,2,2,普通本科,1167,保定理工学院,民办,13,河北,理工类,
4201,武汉市,0,,2,2,普通本科,1159,武汉东湖学院,民办,42,湖北,综合类,
4201,武汉市,0,,2,2,普通本科,1967,武昌工学院,民办,42,湖北,综合类,
3701,济南市,370104,槐荫区,2,2,专科（高职）,1513,山东职业学院,公办,37,山东,理工类,
3101,上海市,310115,浦东新区,2,2,普通本科,329,上海杉达学院,民办,31,上海,财经类,
4102,开封市,410202,龙亭区,2,2,普通本科,1324,河南开封科技传媒学院,民办,41,河南,综合类,
4101,郑州市,410104,管城回族区,2,2,普通本科,469,黄河科技学院,民办,41,河南,理工类,
1201,天津市,120116,滨海新区,2,2,普通本科,1431,南开大学滨海学院,民办,12,天津,综合类,
3703,淄博市,370304,博山区,2,2,普通本科,2135,齐鲁医药学院,民办,37,山东,医药类,
3206,南通市,320612,通州区,2,2,普通本科,1544,南通理工学院,民办,32,江苏,综合类,
3601,南昌市,0,,2,2,普通本科,868,南昌理工学院,民办,36,江西,综合类,
3706,烟台市,370613,莱山区,2,2,普通本科,1446,烟台理工学院,民办,37,山东,综合类,
5001,重庆市,500113,巴南区,2,2,普通本科,1475,重庆财经学院,民办,50,重庆,财经类,
1201,天津市,120113,北辰区,2,2,专科（高职）,846,天津市职业大学,公办,12,天津,综合类,
3306,绍兴市,330603,柯桥区,2,2,普通本科,2381,浙江工业大学之江学院,民办,33,浙江,理工类,
2102,大连市,210213,金州区,2,2,普通本科,1305,大连理工大学城市学院,民办,21,辽宁,理工类,
5101,成都市,0,,2,2,专科（高职）,774,成都职业技术学院,公办,51,四川,综合类,
3701,济南市,0,,2,2,专科（高职）,2097,山东商业职业技术学院,公办,37,山东,财经类,
3710,威海市,371002,环翠区,1,1,普通本科,1457,哈尔滨工业大学（威海）,公办,37,山东,理工类,双一流
6101,西安市,610113,雁塔区,2,2,普通本科,862,西安外事学院,民办,61,陕西,综合类,
4201,武汉市,420111,洪山区,2,2,普通本科,1176,武汉城市学院,民办,42,湖北,理工类,
4101,郑州市,410181,巩义市,2,2,普通本科,1148,郑州工商学院,民办,41,河南,财经类,
2102,大连市,210212,旅顺口区,2,2,普通本科,1549,大连财经学院,民办,21,辽宁,财经类,
4201,武汉市,0,,2,2,普通本科,1169,武汉学院,民办,42,湖北,综合类,
4201,武汉市,420111,洪山区,2,2,普通本科,1104,武昌首义学院,民办,42,湖北,理工类,
5001,重庆市,500117,合川区,2,2,普通本科,1472,重庆对外经贸学院,民办,50,重庆,财经类,
3701,济南市,0,,2,2,普通本科,2517,齐鲁理工学院,民办,37,山东,综合类,
4201,武汉市,0,,2,2,普通本科,1964,武汉工商学院,民办,42,湖北,综合类,
4401,广州市,440106,天河区,2,2,普通本科,1285,广州新华学院,民办,44,广东,综合类,
4401,广州市,440111,白云区,2,2,普通本科,966,广东白云学院,民办,44,广东,综合类,
4401,广州市,440104,越秀区,2,2,普通本科,2059,广州城市理工学院,民办,44,广东,理工类,
6104,咸阳市,0,,2,2,专科（高职）,2234,陕西能源职业技术学院,公办,61,陕西,理工类,
3701,济南市,370113,长清区,2,2,普通本科,2150,山东现代学院,民办,37,山东,综合类,
4107,新乡市,0,,2,2,普通本科,1941,新乡医学院三全学院,民办,41,河南,医药类,
3713,临沂市,371326,平邑县,2,2,专科（高职）,678,山东医学高等专科学校,公办,37,山东,医药类,
4101,郑州市,0,,2,2,普通本科,1125,郑州财经学院,民办,41,河南,财经类,
5101,成都市,0,,2,2,普通本科,2496,成都文理学院,民办,51,四川,综合类,
3502,厦门市,350211,集美区,2,2,普通本科,2421,厦门工学院,民办,35,福建,理工类,
6101,西安市,610102,新城区,1,2,普通本科,937,中国人民解放军空军军医大学,公办,61,陕西,军事类,双一流
3201,南京市,320115,江宁区,2,2,普通本科,2543,南京传媒学院,民办,32,江苏,艺术类,
4201,武汉市,0,,2,2,普通本科,1144,武汉工程科技学院,民办,42,湖北,理工类,
1201,天津市,120115,宝坻区,2,2,普通本科,2300,北京科技大学天津学院,民办,12,天津,综合类,
5106,德阳市,510603,旌阳区,2,2,普通本科,795,四川工程职业技术大学,公办,51,四川,理工类,
4101,郑州市,410122,中牟县,2,2,普通本科,1530,中原科技学院,民办,41,河南,师范类,
5114,眉山市,0,,2,2,普通本科,2501,四川大学锦江学院,民办,51,四川,综合类,
6103,宝鸡市,610303,金台区,2,2,专科（高职）,2240,宝鸡职业技术学院,公办,61,陕西,师范类,
3201,南京市,320102,玄武区,2,2,普通本科,1179,三江学院,民办,32,江苏,综合类,
4201,武汉市,0,,2,2,普通本科,1975,武汉生物工程学院,民办,42,湖北,理工类,
4101,郑州市,410102,中原区,2,2,普通本科,1222,中国人民解放军战略支援部队信息工程大学,公办,41,河南,军事类,
5001,重庆市,500117,合川区,2,2,普通本科,1232,重庆人文科技学院,民办,50,重庆,综合类,
4101,郑州市,410102,中原区,2,2,普通本科,1114,郑州经贸学院,民办,41,河南,财经类,
3502,厦门市,0,,2,2,普通本科,1214,集美大学诚毅学院,民办,35,福建,综合类,
5101,成都市,0,,2,2,专科（高职）,771,成都航空职业技术学院,公办,51,四川,理工类,
2102,大连市,210212,旅顺口区,2,2,普通本科,1244,辽宁对外经贸学院,民办,21,辽宁,财经类,
5101,成都市,510108,成华区,2,2,普通本科,770,成都东软学院,民办,51,四川,理工类,
6101,西安市,0,,2,2,普通本科,2563,西安科技大学高新学院,民办,61,陕西,理工类,
6101,西安市,0,,2,2,普通本科,2253,西安建筑科技大学华清学院,民办,61,陕西,理工类,
4403,深圳市,440305,南山区,1,1,普通本科,3255,哈尔滨工业大学（深圳）,公办,44,广东,理工类,双一流
1309,沧州市,130983,黄骅市,2,2,普通本科,1461,沧州交通学院,民办,13,河北,理工类,
5101,成都市,510115,温江区,2,2,专科（高职）,800,四川交通职业技术学院,公办,51,四川,理工类,
3703,淄博市,0,,2,2,专科（高职）,2112,淄博职业学院,公办,37,山东,综合类,
4101,郑州市,0,,2,2,普通本科,1512,郑州工业应用技术学院,民办,41,河南,理工类,
1101,北京市,110105,朝阳区,2,2,普通本科,567,北京服装学院,公办,11,北京,艺术类,
5111,乐山市,0,,2,2,普通本科,2493,成都理工大学工程技术学院,民办,51,四川,理工类,
5301,昆明市,0,,2,2,普通本科,2523,云南大学滇池学院,民办,53,云南,综合类,
