3601,南昌市,360112,新建区,2,2,普通本科,2438,南昌应用技术师范学院,民办,36,江西,师范类,
4409,茂名市,0,,2,2,专科（高职）,642,茂名职业技术学院,公办,44,广东,理工类,
3601,南昌市,0,,2,2,专科（高职）,871,江西卫生职业学院,公办,36,江西,医药类,
3701,济南市,0,,2,2,专科（高职）,2123,山东旅游职业学院,公办,37,山东,财经类,
4402,韶关市,440205,曲江区,2,2,专科（高职）,972,广东松山职业技术学院,公办,44,广东,理工类,
1101,北京市,0,,2,2,普通本科,1311,中国人民解放军战略支援部队航天工程大学,公办,11,北京,军事类,
3501,福州市,0,,2,2,普通本科,1913,福州理工学院,民办,35,福建,理工类,
4203,十堰市,0,,2,2,专科（高职）,1946,湖北工业职业技术学院,公办,42,湖北,综合类,
4201,武汉市,0,,2,2,专科（高职）,1551,湖北生态工程职业技术学院,公办,42,湖北,综合类,
3601,南昌市,0,,2,2,专科（高职）,955,江西建设职业技术学院,公办,36,江西,理工类,
3206,南通市,0,,2,2,专科（高职）,1069,江苏工程职业技术学院,公办,32,江苏,理工类,
1101,北京市,110114,昌平区,2,2,普通本科,3428,中国消防救援学院,公办,11,北京,军事类,
3401,合肥市,0,,2,2,专科（高职）,1832,安徽工商职业学院,公办,34,安徽,财经类,
4407,江门市,440781,台山市,2,2,专科（高职）,988,江门职业技术学院,公办,44,广东,综合类,
1306,保定市,0,,2,2,专科（高职）,717,河北软件职业技术学院,公办,13,河北,理工类,
2101,沈阳市,0,,2,2,普通本科,200,鲁迅美术学院,公办,21,辽宁,艺术类,
4101,郑州市,0,,2,2,专科（高职）,3068,河南信息统计职业学院,公办,41,河南,财经类,
3311,丽水市,0,,2,2,专科（高职）,1783,丽水职业技术学院,公办,33,浙江,综合类,
2101,沈阳市,0,,2,2,专科（高职）,1691,辽宁经济职业技术学院,公办,21,辽宁,综合类,
1301,石家庄市,0,,2,2,专科（高职）,701,石家庄职业技术学院,公办,13,河北,综合类,
1306,保定市,0,,2,2,专科（高职）,660,保定电力职业技术学院,公办,13,河北,理工类,
4303,湘潭市,0,,2,2,普通本科,2470,湖南科技大学潇湘学院,民办,43,湖南,综合类,
3402,芜湖市,0,,2,2,专科（高职）,1809,安徽商贸职业技术学院,公办,34,安徽,财经类,
4101,郑州市,410184,新郑市,2,2,普通本科,3423,郑州西亚斯学院,民办,41,河南,综合类,
3601,南昌市,0,,2,2,专科（高职）,913,江西交通职业技术学院,公办,36,江西,综合类,
5001,重庆市,500101,万州区,2,2,专科（高职）,1487,重庆三峡职业学院,公办,50,重庆,综合类,
1305,邢台市,130503,信都区,2,2,专科（高职）,690,邢台医学高等专科学校,公办,13,河北,医药类,
3101,上海市,310117,松江区,2,2,专科（高职）,682,上海农林职业技术学院,公办,31,上海,农林类,
5101,成都市,0,,2,2,专科（高职）,796,四川航天职业技术学院,公办,51,四川,理工类,
1101,北京市,110115,大兴区,2,2,专科（高职）,897,北京政法职业学院,公办,11,北京,政法类,
4401,广州市,0,,2,2,专科（高职）,1004,广东行政职业学院,公办,44,广东,综合类,
4404,珠海市,440404,金湾区,2,2,专科（高职）,987,珠海城市职业技术学院,公办,44,广东,综合类,
4601,海口市,0,,2,2,专科（高职）,1382,海南职业技术学院,公办,46,海南,综合类,
4401,广州市,440111,白云区,2,2,专科（高职）,978,广州华南商贸职业学院,民办,44,广东,财经类,
2201,长春市,0,,2,2,普通本科,1291,吉林艺术学院,公办,22,吉林,艺术类,
5203,遵义市,520302,红花岗区,2,2,专科（高职）,2268,贵州航天职业技术学院,公办,52,贵州,理工类,
6201,兰州市,0,,2,2,专科（高职）,1714,兰州职业技术学院,公办,62,甘肃,综合类,
3306,绍兴市,0,,2,2,普通本科,2387,浙江农林大学暨阳学院,民办,33,浙江,农林类,
1301,石家庄市,130104,桥西区,2,2,专科（高职）,747,河北公安警察职业学院,公办,13,河北,政法类,
4201,武汉市,420115,江夏区,2,2,普通本科,1281,武汉体育学院体育科技学院,民办,42,湖北,体育类,
3401,合肥市,340103,庐阳区,2,2,普通本科,1855,安徽文达信息工程学院,民办,34,安徽,理工类,
4304,衡阳市,0,,2,2,普通本科,2473,南华大学船山学院,民办,43,湖南,综合类,
2201,长春市,0,,2,2,专科（高职）,1612,吉林司法警官职业学院,公办,22,吉林,政法类,
3302,宁波市,0,,2,2,专科（高职）,1353,浙江工商职业技术学院,公办,33,浙江,财经类,
1309,沧州市,130903,运河区,2,2,专科（高职）,700,沧州职业技术学院,公办,13,河北,综合类,
3411,滁州市,0,,2,2,专科（高职）,1824,滁州职业技术学院,公办,34,安徽,综合类,
4401,广州市,0,,2,2,专科（高职）,2049,广东食品药品职业学院,公办,44,广东,综合类,
2208,白城市,0,,2,2,专科（高职）,1608,白城医学高等专科学校,公办,22,吉林,医药类,
5101,成都市,510115,温江区,2,2,专科（高职）,2087,四川艺术职业学院,公办,51,四川,艺术类,
1401,太原市,0,,2,2,专科（高职）,1201,山西药科职业学院,公办,14,山西,医药类,
4206,襄阳市,0,,2,2,普通本科,1971,湖北文理学院理工学院,民办,42,湖北,理工类,
1301,石家庄市,0,,2,2,专科（高职）,2857,石家庄幼儿师范高等专科学校,公办,13,河北,师范类,
5301,昆明市,0,,2,2,专科（高职）,2167,云南交通职业技术学院,公办,53,云南,理工类,
3412,阜阳市,0,,2,2,专科（高职）,1811,阜阳职业技术学院,公办,34,安徽,理工类,
3601,南昌市,0,,2,2,普通本科,2887,江西服装学院,民办,36,江西,艺术类,
5101,成都市,0,,2,2,专科（高职）,2088,四川财经职业学院,公办,51,四川,财经类,
4501,南宁市,0,,2,2,专科（高职）,1752,广西电力职业技术学院,公办,45,广西,理工类,
2201,长春市,0,,2,2,专科（高职）,1611,吉林交通职业技术学院,公办,22,吉林,理工类,
4401,广州市,0,,2,2,专科（高职）,2052,广州科技贸易职业学院,公办,44,广东,综合类,
8102,九龙半岛,810202,深水埗区,2,2,普通本科,1221,香港城市大学,公办,81,香港,综合类,
8202,离岛,820201,嘉模堂区,2,2,普通本科,2809,澳门科技大学,民办,82,澳门,综合类,
1308,承德市,0,,2,2,专科（高职）,726,河北旅游职业学院,公办,13,河北,综合类,
3306,绍兴市,330604,上虞区,2,2,普通本科,2385,浙江理工大学科技与艺术学院,民办,33,浙江,理工类,
3201,南京市,0,,2,2,专科（高职）,1370,南京交通职业技术学院,公办,32,江苏,理工类,
1101,北京市,110114,昌平区,2,2,专科（高职）,910,北京交通职业技术学院,公办,11,北京,理工类,
4201,武汉市,420115,江夏区,2,2,普通本科,451,湖北美术学院,公办,42,湖北,艺术类,
1101,北京市,110105,朝阳区,2,2,专科（高职）,1378,北京劳动保障职业学院,公办,11,北京,财经类,
4413,惠州市,441302,惠城区,2,2,专科（高职）,2947,惠州卫生职业技术学院,公办,44,广东,医药类,
5201,贵阳市,520111,花溪区,2,2,专科（高职）,2273,贵州轻工职业技术学院,公办,52,贵州,理工类,
5001,重庆市,500109,北碚区,2,2,专科（高职）,1494,重庆青年职业技术学院,公办,50,重庆,综合类,
1401,太原市,140109,万柏林区,2,2,专科（高职）,1639,山西省财政税务专科学校,公办,14,山西,财经类,
1501,呼和浩特市,0,,2,2,专科（高职）,1163,内蒙古电子信息职业技术学院,公办,15,内蒙古,理工类,
1201,天津市,120112,津南区,2,2,专科（高职）,841,天津机电职业技术学院,公办,12,天津,理工类,
3714,德州市,0,,2,2,普通本科,2154,山东华宇工学院,民办,37,山东,理工类,
3401,合肥市,340181,巢湖市,2,2,普通本科,2405,合肥理工学院,公办,34,安徽,综合类,
3702,青岛市,0,,2,2,普通本科,2141,青岛恒星科技学院,民办,37,山东,综合类,
1502,包头市,0,,2,2,专科（高职）,1525,包头职业技术学院,公办,15,内蒙古,综合类,
3604,九江市,360482,共青城市,2,2,普通本科,2428,江西农业大学南昌商学院,民办,36,江西,综合类,
3302,宁波市,0,,2,2,专科（高职）,1787,宁波卫生职业技术学院,公办,33,浙江,医药类,
2202,吉林市,220221,永吉县,2,2,专科（高职）,1613,吉林电子信息职业技术学院,公办,22,吉林,理工类,
5001,重庆市,500106,沙坪坝区,2,2,专科（高职）,1592,重庆商务职业学院,公办,50,重庆,财经类,
3303,温州市,330304,瓯海区,2,2,专科（高职）,2377,温州科技职业学院,公办,33,浙江,理工类,
4201,武汉市,420103,江汉区,2,2,专科（高职）,1424,武汉商贸职业学院,民办,42,湖北,财经类,
4501,南宁市,0,,2,2,专科（高职）,1743,广西国际商务职业技术学院,公办,45,广西,财经类,
4301,长沙市,0,,2,2,普通本科,2038,湖南信息学院,民办,43,湖南,理工类,
3301,杭州市,0,,2,2,专科（高职）,1341,浙江商业职业技术学院,公办,33,浙江,财经类,
3401,合肥市,0,,2,2,专科（高职）,1839,安徽国际商务职业学院,公办,34,安徽,财经类,
4302,株洲市,430203,芦淞区,2,2,普通本科,2471,湖南工业大学科技学院,民办,43,湖南,综合类,
5107,绵阳市,510703,涪城区,2,2,专科（高职）,2492,四川幼儿师范高等专科学校,公办,51,四川,师范类,
3601,南昌市,0,,2,2,专科（高职）,940,江西旅游商贸职业学院,公办,36,江西,财经类,
3401,合肥市,340173,合肥新站高新技术产业开发区,2,2,专科（高职）,1830,安徽城市管理职业学院,公办,34,安徽,综合类,
6501,乌鲁木齐市,0,,2,2,专科（高职）,1335,新疆轻工职业技术学院,公办,65,新疆,理工类,
3209,盐城市,320903,盐都区,2,2,专科（高职）,1405,江苏医药职业学院,公办,32,江苏,医药类,
5001,重庆市,500113,巴南区,2,2,专科（高职）,3076,重庆文化艺术职业学院,公办,50,重庆,艺术类,
4420,中山市,0,,2,2,专科（高职）,648,中山火炬职业技术学院,公办,44,广东,理工类,
3405,马鞍山市,0,,2,2,专科（高职）,1803,马鞍山师范高等专科学校,公办,34,安徽,师范类,
3101,上海市,310113,宝山区,2,2,专科（高职）,662,上海邦德职业技术学院,民办,31,上海,综合类,
4602,三亚市,0,,2,2,专科（高职）,2577,三亚理工职业学院,民办,46,海南,理工类,
3601,南昌市,0,,2,2,专科（高职）,900,江西工业贸易职业技术学院,公办,36,江西,综合类,
5226,黔东南苗族侗族自治州,522601,凯里市,2,2,专科（高职）,1572,黔东南民族职业技术学院,公办,52,贵州,综合类,
4405,汕头市,440507,龙湖区,2,2,专科（高职）,645,汕头职业技术学院,公办,44,广东,综合类,
4401,广州市,0,,2,2,专科（高职）,991,广东工程职业技术学院,公办,44,广东,理工类,
1401,太原市,0,,2,2,专科（高职）,1653,太原城市职业技术学院,公办,14,山西,综合类,
2301,哈尔滨市,0,,2,2,专科（高职）,2196,哈尔滨科学技术职业学院,公办,23,黑龙江,综合类,
1501,呼和浩特市,0,,2,2,专科（高职）,1574,内蒙古建筑职业技术学院,公办,15,内蒙古,理工类,
4401,广州市,440111,白云区,2,2,专科（高职）,616,广东建设职业技术学院,公办,44,广东,理工类,
1505,通辽市,0,,2,2,专科（高职）,861,通辽职业学院,公办,15,内蒙古,综合类,
5101,成都市,0,,2,2,专科（高职）,2505,四川城市职业学院,民办,51,四川,综合类,
3302,宁波市,0,,2,2,专科（高职）,1771,宁波城市职业技术学院,公办,33,浙江,综合类,
4301,长沙市,0,,2,2,专科（高职）,2007,湖南司法警官职业学院,公办,43,湖南,政法类,
2301,哈尔滨市,0,,2,2,普通本科,2530,哈尔滨远东理工学院,民办,23,黑龙江,理工类,
3208,淮安市,320812,清江浦区,2,2,专科（高职）,2210,江苏电子信息职业学院,公办,32,江苏,理工类,
5101,成都市,0,,2,2,专科（高职）,3204,成都工业职业技术学院,公办,51,四川,理工类,
1401,太原市,140107,杏花岭区,2,2,专科（高职）,1645,山西工程职业学院,公办,14,山西,理工类,
3412,阜阳市,341202,颍州区,2,2,普通本科,2414,阜阳理工学院,民办,34,安徽,综合类,
4210,荆州市,421003,荆州区,2,2,专科（高职）,1949,荆州职业技术学院,公办,42,湖北,理工类,
3303,温州市,0,,2,2,专科（高职）,1774,浙江工贸职业技术学院,公办,33,浙江,综合类,
1301,石家庄市,130104,桥西区,2,2,专科（高职）,2309,石家庄人民医学高等专科学校,民办,13,河北,医药类,
4401,广州市,440106,天河区,2,2,专科（高职）,983,广东邮电职业技术学院,公办,44,广东,理工类,
5227,黔南布依族苗族自治州,522701,都匀市,2,2,专科（高职）,1561,黔南民族医学高等专科学校,公办,52,贵州,医药类,
3101,上海市,310115,浦东新区,2,2,专科（高职）,683,上海思博职业技术学院,民办,31,上海,财经类,
5201,贵阳市,520115,观山湖区,2,2,专科（高职）,2569,贵州职业技术学院,公办,52,贵州,综合类,
6101,西安市,0,,2,2,专科（高职）,1127,陕西青年职业学院,公办,61,陕西,综合类,
4401,广州市,440103,荔湾区,2,2,专科（高职）,2680,广州华夏职业学院,民办,44,广东,综合类,
4103,洛阳市,410306,吉利区,2,2,专科（高职）,2931,洛阳职业技术学院,公办,41,河南,综合类,
4401,广州市,0,,2,2,专科（高职）,2681,广州华商职业学院,民办,44,广东,综合类,
3415,六安市,0,,2,2,专科（高职）,1835,安徽国防科技职业学院,公办,34,安徽,理工类,
4304,衡阳市,430406,雁峰区,2,2,普通本科,2040,湖南交通工程学院,民办,43,湖南,理工类,
3203,徐州市,0,,2,2,专科（高职）,1193,徐州工业职业技术学院,公办,32,江苏,理工类,
3101,上海市,310115,浦东新区,2,2,专科（高职）,1724,上海电影艺术职业学院,民办,31,上海,艺术类,
3401,合肥市,340103,庐阳区,2,2,普通本科,2407,合肥经济学院,民办,34,安徽,财经类,
1401,太原市,0,,2,2,普通本科,2331,山西财经大学华商学院,民办,14,山西,财经类,
6101,西安市,0,,2,2,专科（高职）,2264,西安高新科技职业学院,民办,61,陕西,理工类,
4212,咸宁市,0,,2,2,专科（高职）,1956,咸宁职业技术学院,公办,42,湖北,综合类,
3206,南通市,320602,崇川区,2,2,专科（高职）,3109,江苏商贸职业学院,公办,32,江苏,综合类,
4416,河源市,441602,源城区,2,2,专科（高职）,993,河源职业技术学院,公办,44,广东,综合类,
3211,镇江市,0,,2,2,专科（高职）,1434,江苏农林职业技术学院,公办,32,江苏,综合类,
3607,赣州市,0,,2,2,普通本科,2436,赣南师范大学科技学院,民办,36,江西,师范类,
2302,齐齐哈尔市,0,,2,2,普通本科,767,齐齐哈尔工程学院,民办,23,黑龙江,综合类,
1401,太原市,0,,2,2,普通本科,2840,山西工商学院,民办,14,山西,财经类,
1101,北京市,110105,朝阳区,2,2,专科（高职）,2700,北京经济管理职业学院,公办,11,北京,财经类,
1201,天津市,120110,东丽区,2,2,普通本科,1211,武警后勤学院,公办,12,天津,军事类,
4419,东莞市,441901,全市,2,2,专科（高职）,2684,东莞职业技术学院,公办,44,广东,理工类,
1101,北京市,110108,海淀区,2,2,专科（高职）,820,北京培黎职业学院,民办,11,北京,财经类,
4301,长沙市,0,,2,2,专科（高职）,2004,湖南外贸职业学院,公办,43,湖南,财经类,
3402,芜湖市,340207,鸠江区,2,2,普通本科,2406,芜湖学院,民办,34,安徽,理工类,
4307,常德市,0,,2,2,专科（高职）,2020,常德职业技术学院,公办,43,湖南,综合类,
5101,成都市,510104,锦江区,2,2,专科（高职）,3200,四川西南航空职业学院,民办,51,四川,其他,
3505,泉州市,350503,丰泽区,2,2,专科（高职）,1587,福建电力职业技术学院,公办,35,福建,理工类,
3206,南通市,0,,2,2,专科（高职）,2204,南通职业大学,公办,32,江苏,综合类,
2102,大连市,0,,2,2,专科（高职）,3105,辽宁轻工职业学院,公办,21,辽宁,其他,
3408,安庆市,0,,2,2,专科（高职）,1804,安庆医药高等专科学校,公办,34,安徽,医药类,
3402,芜湖市,0,,2,2,专科（高职）,1831,安徽机电职业技术学院,公办,34,安徽,理工类,
4501,南宁市,450102,兴宁区,2,2,专科（高职）,1735,广西机电职业技术学院,公办,45,广西,理工类,
4501,南宁市,450107,西乡塘区,2,2,普通本科,2369,南宁师范大学师园学院,民办,45,广西,综合类,
2301,哈尔滨市,230110,香坊区,2,2,专科（高职）,710,哈尔滨电力职业技术学院,公办,23,黑龙江,理工类,
4418,清远市,441802,清城区,2,2,专科（高职）,984,清远职业技术学院,公办,44,广东,综合类,
6101,西安市,0,,2,2,专科（高职）,2244,西安职业技术学院,公办,61,陕西,综合类,
1301,石家庄市,130110,鹿泉区,2,2,专科（高职）,754,石家庄财经职业学院,民办,13,河北,财经类,
2310,牡丹江市,231005,西安区,2,2,专科（高职）,764,黑龙江农业经济职业学院,公办,23,黑龙江,农林类,
3301,杭州市,0,,2,2,专科（高职）,1769,浙江交通职业技术学院,公办,33,浙江,理工类,
4306,岳阳市,430624,湘阴县,2,2,普通本科,2478,湖南中医药大学湘杏学院,民办,43,湖南,医药类,
4306,岳阳市,430603,云溪区,2,2,普通本科,2475,湖南理工学院南湖学院,民办,43,湖南,理工类,
2108,营口市,0,,2,2,专科（高职）,1679,辽宁农业职业技术学院,公办,21,辽宁,农林类,
3302,宁波市,0,,2,2,专科（高职）,1785,浙江纺织服装职业技术学院,公办,33,浙江,理工类,
6104,咸阳市,0,,2,2,专科（高职）,2243,咸阳职业技术学院,公办,61,陕西,综合类,
4401,广州市,440106,天河区,2,2,专科（高职）,619,广东省外语艺术职业学院,公办,44,广东,综合类,
4303,湘潭市,0,,2,2,普通本科,2477,湖南工程学院应用技术学院,民办,43,湖南,理工类,
4301,长沙市,0,,2,2,普通本科,2468,湖南农业大学东方科技学院,民办,43,湖南,综合类,
1501,呼和浩特市,0,,2,2,专科（高职）,1164,内蒙古商贸职业学院,公办,15,内蒙古,财经类,
5103,自贡市,510311,沿滩区,2,2,专科（高职）,2919,四川卫生康复职业学院,公办,51,四川,医药类,
5303,曲靖市,0,,2,2,专科（高职）,2161,曲靖医学高等专科学校,公办,53,云南,医药类,
1101,北京市,110112,通州区,2,2,普通本科,1310,解放军陆军航空兵学院,公办,11,北京,军事类,
3401,合肥市,0,,2,2,专科（高职）,1842,安徽审计职业学院,公办,34,安徽,财经类,
5001,重庆市,500106,沙坪坝区,2,2,专科（高职）,2081,重庆建筑科技职业学院,民办,50,重庆,综合类,
3405,马鞍山市,0,,2,2,专科（高职）,1407,马鞍山职业技术学院,公办,34,安徽,理工类,
3501,福州市,0,,2,2,专科（高职）,1873,福建卫生职业技术学院,公办,35,福建,医药类,
4201,武汉市,0,,2,2,专科（高职）,1074,湖北水利水电职业技术学院,公办,42,湖北,理工类,
1311,衡水市,131102,桃城区,2,2,专科（高职）,722,衡水职业技术学院,公办,13,河北,综合类,
4501,南宁市,450102,兴宁区,2,2,专科（高职）,2687,广西卫生职业技术学院,公办,45,广西,医药类,
4309,益阳市,0,,2,2,专科（高职）,1991,益阳医学高等专科学校,公办,43,湖南,医药类,
5101,成都市,0,,2,2,专科（高职）,788,四川托普信息技术职业学院,民办,51,四川,理工类,
4304,衡阳市,0,,2,2,专科（高职）,2008,湖南环境生物职业技术学院,公办,43,湖南,农林类,
2301,哈尔滨市,0,,2,2,普通本科,2534,哈尔滨广厦学院,民办,23,黑龙江,综合类,
5201,贵阳市,520111,花溪区,1,2,普通本科,3612,贵州大学北阿拉巴马国际工程技术学院,中外合作办学,52,贵州,理工类,双一流
3101,上海市,310106,静安区,2,2,专科（高职）,686,上海行健职业学院,公办,31,上海,财经类,
4501,南宁市,450102,兴宁区,2,2,专科（高职）,1751,广西工商职业技术学院,公办,45,广西,财经类,
4101,郑州市,0,,2,2,专科（高职）,1942,郑州澍青医学高等专科学校,民办,41,河南,医药类,
5105,泸州市,0,,2,2,专科（高职）,797,四川化工职业技术学院,公办,51,四川,理工类,
1502,包头市,150202,东河区,2,2,专科（高职）,2318,包头铁道职业技术学院,公办,15,内蒙古,理工类,
5114,眉山市,511421,仁寿县,2,2,专科（高职）,2090,四川科技职业学院,民办,51,四川,综合类,
3202,无锡市,0,,2,2,专科（高职）,1191,无锡科技职业学院,公办,32,江苏,理工类,
1201,天津市,120113,北辰区,2,2,专科（高职）,838,天津渤海职业技术学院,公办,12,天津,综合类,
2110,辽阳市,0,,2,2,专科（高职）,2334,辽宁建筑职业学院,公办,21,辽宁,理工类,
1501,呼和浩特市,0,,2,2,专科（高职）,1626,呼和浩特职业学院,公办,15,内蒙古,综合类,
4101,郑州市,410103,二七区,2,2,专科（高职）,2444,河南建筑职业技术学院,公办,41,河南,理工类,
5001,重庆市,500101,万州区,2,2,专科（高职）,1500,重庆信息技术职业学院,民办,50,重庆,理工类,
1501,呼和浩特市,150104,玉泉区,2,2,普通本科,2320,内蒙古大学创业学院,民办,15,内蒙古,综合类,
8102,九龙半岛,810202,深水埗区,2,2,普通本科,1287,香港理工大学,公办,81,香港,综合类,
3301,杭州市,0,,2,2,专科（高职）,1350,浙江经贸职业技术学院,公办,33,浙江,财经类,
5101,成都市,510184,崇州市,2,2,专科（高职）,802,四川水利职业技术学院,公办,51,四川,理工类,
3607,赣州市,0,,2,2,专科（高职）,959,江西环境工程职业学院,公办,36,江西,农林类,
6401,银川市,640104,兴庆区,2,2,普通本科,2576,宁夏大学新华学院,民办,64,宁夏,综合类,
1101,北京市,110115,大兴区,2,2,专科（高职）,2637,北京交通运输职业学院,公办,11,北京,综合类,
4101,郑州市,410122,中牟县,2,2,专科（高职）,2672,河南艺术职业学院,公办,41,河南,艺术类,
3610,抚州市,361002,临川区,2,2,普通本科,3422,南昌大学抚州医学院,公办,36,江西,医药类,
6523,昌吉回族自治州,0,,2,2,专科（高职）,1333,新疆农业职业技术学院,公办,65,新疆,农林类,
3709,泰安市,0,,2,2,专科（高职）,2108,山东服装职业学院,公办,37,山东,综合类,
3301,杭州市,330104,江干区,2,2,专科（高职）,1778,浙江警官职业学院,公办,33,浙江,政法类,
3310,台州市,0,,2,2,专科（高职）,1351,台州职业技术学院,公办,33,浙江,综合类,
5101,成都市,510115,温江区,1,2,普通本科,3486,西南财经大学特拉华数据科学学院,中外合作办学,51,四川,财经类,双一流
4601,海口市,460107,琼山区,2,2,专科（高职）,3269,海南体育职业技术学院,公办,46,海南,体育类,
5001,重庆市,500111,大足区,2,2,专科（高职）,2821,重庆电信职业学院,民办,50,重庆,理工类,
3707,潍坊市,370782,诸城市,2,2,专科（高职）,2142,潍坊工商职业学院,民办,37,山东,综合类,
3601,南昌市,0,,2,2,专科（高职）,927,江西司法警官职业学院,公办,36,江西,政法类,
1101,北京市,110108,海淀区,2,2,普通本科,585,北京舞蹈学院,公办,11,北京,艺术类,
3714,德州市,0,,2,2,专科（高职）,2507,德州职业技术学院,公办,37,山东,综合类,
4401,广州市,440104,越秀区,2,2,专科（高职）,2945,广东青年职业学院,公办,44,广东,综合类,
4401,广州市,0,,2,2,专科（高职）,990,广州华立科技职业学院,民办,44,广东,综合类,
4203,十堰市,420304,郧阳区,2,2,普通本科,1969,湖北汽车工业学院科技学院,民办,42,湖北,理工类,
3204,常州市,320402,天宁区,2,2,专科（高职）,1239,常州工业职业技术学院,公办,32,江苏,理工类,
1101,北京市,110111,房山区,2,2,专科（高职）,918,北京农业职业学院,公办,11,北京,农林类,
1201,天津市,120116,滨海新区,2,2,专科（高职）,852,天津石油职业技术学院,公办,12,天津,理工类,
2111,盘锦市,211104,大洼区,1,1,普通本科,3122,大连理工大学盘锦校区,公办,21,辽宁,理工类,双一流
3502,厦门市,350203,思明区,2,2,专科（高职）,1871,厦门海洋职业技术学院,公办,35,福建,综合类,
3601,南昌市,0,,2,2,专科（高职）,958,江西信息应用职业技术学院,公办,36,江西,理工类,
1307,张家口市,0,,2,2,专科（高职）,696,张家口职业技术学院,公办,13,河北,综合类,
3201,南京市,0,,2,2,专科（高职）,1397,金肯职业技术学院,民办,32,江苏,理工类,
2112,铁岭市,211221,铁岭县,2,2,专科（高职）,2652,辽宁工程职业学院,公办,21,辽宁,理工类,
2301,哈尔滨市,230103,南岗区,2,2,专科（高职）,759,黑龙江司法警官职业学院,公办,23,黑龙江,政法类,
4307,常德市,0,,2,2,普通本科,2474,湖南文理学院芙蓉学院,民办,43,湖南,综合类,
6101,西安市,0,,2,2,专科（高职）,2694,陕西工商职业学院,公办,61,陕西,综合类,
5001,重庆市,500112,渝北区,2,2,专科（高职）,1498,重庆海联职业技术学院,民办,50,重庆,综合类,
2302,齐齐哈尔市,230202,龙沙区,2,2,专科（高职）,2195,黑龙江交通职业技术学院,公办,23,黑龙江,理工类,
2306,大庆市,0,,2,2,专科（高职）,708,大庆职业学院,公办,23,黑龙江,理工类,
1101,北京市,110114,昌平区,2,2,普通本科,1309,陆军防化学院,公办,11,北京,军事类,
6501,乌鲁木齐市,0,,2,2,专科（高职）,1372,新疆交通职业技术学院,公办,65,新疆,理工类,
2101,沈阳市,0,,2,2,专科（高职）,2335,辽宁现代服务职业技术学院,公办,21,辽宁,财经类,
1101,北京市,110111,房山区,2,2,专科（高职）,824,北京经贸职业学院,民办,11,北京,财经类,
4302,株洲市,0,,2,2,专科（高职）,1988,湖南中医药高等专科学校,公办,43,湖南,医药类,
4101,郑州市,410184,新郑市,2,2,专科（高职）,1940,河南工业贸易职业学院,公办,41,河南,财经类,
3205,苏州市,0,,2,2,专科（高职）,2202,苏州工艺美术职业技术学院,公办,32,江苏,艺术类,
5101,成都市,510132,新津县,2,2,普通本科,773,成都艺术职业大学,民办,51,四川,艺术类,
2201,长春市,220102,南关区,2,2,专科（高职）,1616,长春职业技术学院,公办,22,吉林,理工类,
4501,南宁市,0,,2,2,专科（高职）,1742,广西工业职业技术学院,公办,45,广西,理工类,
1101,北京市,0,,2,2,专科（高职）,887,北京经济技术职业学院,民办,11,北京,财经类,
1408,运城市,140802,盐湖区,2,2,普通本科,2332,运城职业技术大学,民办,14,山西,综合类,
2108,营口市,210803,西市区,2,2,专科（高职）,1677,营口职业技术学院,公办,21,辽宁,综合类,
5101,成都市,510117,郫都区,2,2,专科（高职）,2086,四川铁道职业学院,公办,51,四川,理工类,
6101,西安市,610113,雁塔区,2,2,普通本科,380,西安音乐学院,公办,61,陕西,艺术类,
3306,绍兴市,0,,2,2,专科（高职）,1779,浙江工业职业技术学院,公办,33,浙江,综合类,
4205,宜昌市,0,,2,2,专科（高职）,1961,三峡电力职业学院,公办,42,湖北,理工类,
1401,太原市,0,,2,2,专科（高职）,1548,山西林业职业技术学院,公办,14,山西,农林类,
3301,杭州市,0,,2,2,专科（高职）,1355,浙江机电职业技术学院,公办,33,浙江,理工类,
2201,长春市,220106,绿园区,2,2,普通本科,2623,空军航空大学,公办,22,吉林,军事类,
3709,泰安市,0,,2,2,专科（高职）,2960,泰山护理职业学院,公办,37,山东,医药类,
3713,临沂市,371312,河东区,2,2,专科（高职）,3507,临沂科技职业学院,公办,37,山东,综合类,
1301,石家庄市,130104,桥西区,2,2,专科（高职）,751,石家庄工商职业学院,民办,13,河北,财经类,
5201,贵阳市,520102,南明区,2,2,普通本科,2572,贵州中医药大学时珍学院,民办,52,贵州,医药类,
4307,常德市,430703,鼎城区,2,2,普通本科,2039,湖南应用技术学院,民办,43,湖南,综合类,
6101,西安市,0,,2,2,专科（高职）,1146,陕西经济管理职业技术学院,公办,61,陕西,财经类,
3202,无锡市,0,,2,2,专科（高职）,1406,江苏信息职业技术学院,公办,32,江苏,理工类,
4502,柳州市,450202,城中区,2,2,专科（高职）,1740,广西生态工程职业技术学院,公办,45,广西,农林类,
1305,邢台市,0,,2,2,专科（高职）,731,河北机电职业技术学院,公办,13,河北,理工类,
1401,太原市,0,,2,2,专科（高职）,1444,山西金融职业学院,公办,14,山西,财经类,
4301,长沙市,0,,2,2,专科（高职）,2016,湖南机电职业技术学院,公办,43,湖南,理工类,
1407,晋中市,140702,榆次区,2,2,专科（高职）,2865,山西卫生健康职业学院,公办,14,山西,医药类,
1509,乌兰察布市,0,,2,2,专科（高职）,2317,乌兰察布医学高等专科学校,公办,15,内蒙古,医药类,
