0,文学学士,0,0,本科,文学,外国语言文学类,阿姆哈拉语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,吉尔吉斯语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,索马里语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,土库曼语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,加泰罗尼亚语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,约鲁巴语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,亚美尼亚语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,马达加斯加语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,格鲁吉亚语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,阿塞拜疆语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,阿非利卡语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,马其顿语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,塔吉克语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,茨瓦纳语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,恩德贝莱语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,科摩罗语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,克里奥尔语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,绍纳语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,提格雷尼亚语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,白俄罗斯语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,毛利语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,汤加语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,萨摩亚语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,库尔德语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,比斯拉马语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,达里语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,德顿语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,迪维希语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,斐济语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,库克群岛毛利语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,隆迪语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,卢森堡语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,卢旺达语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,纽埃语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,皮金语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,切瓦语,四年
0,文学学士,0,0,本科,文学,外国语言文学类,塞苏陀语,四年
24,文学学士,12800,76,本科,文学,新闻传播学类,新闻学,四年
23,文学学士,13100,77,本科,文学,新闻传播学类,广播电视学,四年
29,文学学士,13500,71,本科,文学,新闻传播学类,广告学,四年
25,文学学士,13500,75,本科,文学,新闻传播学类,传播学,四年
20,文学学士,12100,80,本科,文学,新闻传播学类,编辑出版学,四年
36,文学学士,13500,64,本科,文学,新闻传播学类,网络与新媒体,四年
34,文学学士,13600,66,本科,文学,新闻传播学类,数字出版,四年
0,文学学士,0,0,本科,文学,新闻传播学类,时尚传播,四年
